ID,Result,Partial results
AoCrP2Pj,"[2, 0]","[[7, 5], [6, 2]]"
0zJEBkHP,"[2, 0]","[[6, 1], [6, 2]]"
GKxVXinm,"[0, 2]","[[1, 6], [3, 6]]"
jF6e8ntb,"[2, 0]","[[7, 65], [6, 4]]"
SEAG7Fkm,"[0, 2]","[[3, 6], [5, 7]]"
MJt31go4,"[2, 1]","[[6, 2], [5, 7], [7, 64]]"
UaC8Zwcm,"[1, 2]","[[5, 7], [6, 3], [4, 6]]"
WfTxJdYk,"[0, 2]","[[3, 6], [2, 6]]"
Qmadksg2,"[0, 2]","[[3, 6], [63, 7]]"
fcbCnr5O,"[0, 2]","[[63, 7], [3, 6]]"
KGRGc8DP,"[0, 2]","[[2, 6], [5, 7]]"
YmcGo2KU,"[2, 0]","[[6, 2], [6, 0]]"
8t04l4zC,"[1, 2]","[[4, 6], [7, 5], [611, 7]]"
Ct7b7irE,"[2, 1]","[[63, 7], [6, 3], [7, 5]]"
WpUBqlj7,"[0, 2]","[[4, 6], [2, 6]]"
0vBKjfHu,"[2, 0]","[[6, 4], [7, 64]]"
2BP7pUz1,"[1, 2]","[[64, 7], [6, 4], [4, 6]]"
MPDrgSLt,"[1, 2]","[[0, 6], [6, 2], [2, 6]]"
AyTFr85D,"[0, 2]","[[3, 6], [63, 7]]"
OIZRkPCt,,"[[4, 2]]"
QHAakpL5,"[1, 2]","[[4, 6], [6, 1], [2, 6]]"
vRivR9xl,"[0, 2]","[[65, 7], [1, 6]]"
rN6unWVA,"[2, 1]","[[3, 6], [6, 2], [10, 5]]"
neDWmh1b,"[2, 0]","[[6, 4], [6, 4]]"
fJyLR1pd,,
nV9jyYT5,,
SAbFqdMP,,
SdkiHtzr,"[2, 0]","[[6, 3], [7, 64]]"
88CzpW9o,"[0, 2]","[[5, 7], [5, 7]]"
j3Gswfag,,
tvOPUrKu,"[2, 1]","[[4, 6], [6, 0], [11, 9]]"
AJgBBLJH,"[2, 0]","[[6, 4], [6, 4]]"
0IsEqb4r,"[0, 2]","[[5, 7], [65, 7]]"
4InK9alU,,
dznDfBW4,"[2, 0]","[[6, 2], [6, 1]]"
dM6vtCHB,"[0, 2]","[[3, 6], [3, 6]]"
M3v1cDnn,"[2, 0]","[[6, 1], [6, 1]]"
APAruWWH,"[2, 1]","[[4, 6], [6, 0], [7, 65]]"
rw9jwA1U,"[0, 2]","[[64, 7], [4, 6]]"
GppDaleI,"[2, 1]","[[6, 0], [2, 6], [6, 4]]"
AXEC1AQ5,"[2, 0]","[[6, 1], [6, 2]]"
27B43Weg,"[2, 0]","[[6, 4], [6, 4]]"
fyqHb8AO,"[2, 1]","[[0, 6], [6, 3], [6, 3]]"
lODG0UuC,"[0, 2]","[[0, 6], [3, 6]]"
p0OQIBet,"[2, 1]","[[7, 63], [63, 7], [6, 3]]"
48wiXgKQ,"[0, 2]","[[2, 6], [1, 6]]"
AkflDYSf,"[0, 2]","[[2, 6], [3, 6]]"
6HPISDSs,"[0, 2]","[[4, 6], [64, 7]]"
ltghChr1,"[2, 0]","[[6, 4], [6, 4]]"
IFcdBCc7,"[2, 1]","[[64, 7], [6, 2], [6, 2]]"
OhKNRXsl,"[2, 0]","[[6, 1], [6, 3]]"
2qJRQicf,"[0, 2]","[[4, 6], [4, 6]]"
d6d0AWCD,"[1, 2]","[[65, 7], [6, 3], [3, 6]]"
Ktgkbymn,"[2, 0]","[[7, 66], [7, 64]]"
rqpAgD1H,"[0, 2]","[[3, 6], [4, 6]]"
dS9UYRCS,"[2, 1]","[[4, 6], [6, 3], [6, 4]]"
d6YgMlTM,"[2, 0]","[[6, 1], [7, 5]]"
6wHHyUS9,"[0, 2]","[[2, 6], [3, 6]]"
WKO4vWri,"[2, 0]","[[6, 1], [6, 1]]"
IVFeUoLq,"[1, 2]","[[6, 4], [5, 7], [0, 6]]"
vRyJGSjp,"[0, 2]","[[1, 6], [1, 6]]"
pOS8wjbc,"[1, 2]","[[6, 1], [4, 6], [4, 6]]"
UJQeNlLL,"[0, 2]","[[5, 7], [3, 6]]"
Yi9vFQS1,"[2, 1]","[[6, 4], [1, 6], [6, 1]]"
bZGRHSrq,"[2, 0]","[[6, 3], [7, 5]]"
SxXHeOEr,"[0, 2]","[[1, 6], [3, 6]]"
dCyMfrUl,,
dEGuFCF3,"[2, 0]","[[6, 2], [6, 2]]"
z3zQg2qe,"[0, 2]","[[3, 6], [0, 6]]"
AqNvMPH2,"[0, 2]","[[3, 6], [1, 6]]"
h0l05E5c,"[2, 0]","[[7, 5], [6, 2]]"
zPw54YK3,"[2, 0]","[[7, 5], [7, 63]]"
EFx93hzA,"[0, 2]","[[2, 6], [2, 6]]"
0WzH1W4M,"[2, 1]","[[7, 5], [5, 7], [7, 5]]"
EZ0jGVJF,"[2, 0]","[[7, 66], [6, 3]]"
StsR9Tdq,"[1, 2]","[[6, 4], [2, 6], [3, 6]]"
zkkaE9lS,"[0, 2]","[[2, 6], [1, 6]]"
hUFeflcd,"[0, 2]","[[4, 6], [4, 6]]"
reQL0jKS,"[0, 2]","[[2, 6], [2, 6]]"
UoavJXZd,"[0, 2]","[[1, 6], [2, 6]]"
KGHmdASq,"[2, 0]","[[6, 3], [6, 2]]"
2acnHB49,"[2, 0]","[[6, 4], [6, 4]]"
fyTRBfHo,"[2, 0]","[[7, 62], [6, 4]]"
UgLv9h14,"[2, 0]","[[6, 3], [7, 5]]"
f3XxxFjJ,"[0, 2]","[[4, 6], [1, 6]]"
SjtMucif,"[0, 2]","[[0, 6], [1, 6]]"
8pvkqWcn,"[0, 2]","[[1, 6], [0, 6]]"
AFVQvH60,"[1, 2]","[[64, 7], [6, 4], [4, 6]]"
MkZUwyM6,"[2, 0]","[[6, 4], [7, 5]]"
UguopCrt,,"[[7, 5], [3, 1]]"
2szszxZl,"[0, 2]","[[0, 6], [1, 6]]"
Aqe2sKtF,"[2, 0]","[[6, 2], [6, 4]]"
0ShpZele,"[2, 0]","[[7, 5], [6, 0]]"
zL3itl9A,"[1, 2]","[[7, 5], [64, 7], [3, 6]]"
pYVti5NS,"[0, 2]","[[4, 6], [3, 6]]"
GhvQfmO3,"[0, 2]","[[4, 6], [1, 6]]"
nsI8nPVq,,"[[7, 65], [0, 1]]"
UajwKbc0,"[2, 0]","[[6, 2], [6, 3]]"
4IrjHdsJ,"[0, 2]","[[4, 6], [3, 6]]"
dnhVLKSm,"[2, 0]","[[6, 3], [6, 1]]"
WOWXutKJ,"[2, 0]","[[6, 1], [7, 64]]"
AZg0Ty09,"[0, 2]","[[3, 6], [4, 6]]"
MDD57fwj,"[0, 2]","[[4, 6], [61, 7]]"
bLewEd0M,"[1, 2]","[[63, 7], [6, 1], [5, 7]]"
2XYvMghq,"[0, 2]","[[2, 6], [4, 6]]"
04C96Ehd,"[1, 2]","[[6, 3], [4, 6], [2, 6]]"
hresDGFS,"[2, 1]","[[6, 0], [64, 7], [6, 3]]"
lQh4SeFF,"[0, 2]","[[1, 6], [1, 6]]"
E7xqLD7k,"[2, 0]","[[6, 3], [6, 2]]"
Iac8RFUL,"[0, 2]","[[61, 7], [3, 6]]"
8UymKXMe,"[1, 2]","[[6, 3], [5, 7], [3, 6]]"
E70iVcVd,"[2, 0]","[[6, 3], [6, 4]]"
fis98zOq,"[2, 0]","[[6, 2], [6, 4]]"
4S5i7ZcK,"[0, 2]","[[3, 6], [3, 6]]"
dv0Vaijf,"[0, 2]","[[1, 6], [3, 6]]"
b3Kf6gDQ,"[0, 2]","[[1, 6], [0, 6]]"
j1aZbB50,"[1, 2]","[[6, 1], [1, 6], [2, 6]]"
txZF1Vx3,"[1, 2]","[[66, 7], [6, 4], [2, 6]]"
Es5irsxr,"[0, 2]","[[5, 7], [4, 6]]"
MX1koAhM,"[2, 1]","[[3, 6], [6, 4], [6, 0]]"
zurQv8Vk,"[2, 0]","[[6, 3], [6, 3]]"
EVtUwSpd,,"[[6, 2], [4, 6], [4, 2]]"
hY3es1il,"[2, 0]","[[6, 3], [6, 2]]"
Gf1gpU7S,"[2, 0]","[[6, 3], [6, 4]]"
O0OK0kh9,"[0, 2]","[[1, 6], [3, 6]]"
EV8YyLxa,"[1, 2]","[[6, 3], [4, 6], [1, 6]]"
MXTgq3pP,"[2, 0]","[[6, 3], [6, 2]]"
I3FPws8n,"[0, 2]","[[3, 6], [63, 7]]"
W6JTx1Nh,"[0, 2]","[[4, 6], [2, 6]]"
OtGLvNht,"[2, 0]","[[6, 2], [6, 3]]"
hM7xyuh5,"[2, 0]","[[7, 63], [6, 3]]"
4da9yiRI,"[0, 2]","[[1, 6], [1, 6]]"
CjpfRKQ9,"[2, 0]","[[7, 64], [6, 2]]"
0Cx7OIAS,"[2, 0]","[[6, 1], [6, 1]]"
6DqbQvtG,"[2, 0]","[[6, 1], [6, 1]]"
YaojS0B3,"[0, 2]","[[3, 6], [63, 7]]"
2LOYJxJq,"[0, 2]","[[1, 6], [0, 6]]"
Imm2PbeM,"[2, 0]","[[6, 1], [6, 4]]"
thNe5hRt,"[2, 0]","[[6, 2], [6, 0]]"
0S8wUyas,"[1, 2]","[[6, 4], [5, 7], [62, 7]]"
bJMBYHjQ,"[0, 2]","[[3, 6], [4, 6]]"
l0VT9YIP,"[2, 1]","[[5, 7], [6, 4], [6, 1]]"
UqI7ZcyK,,"[[1, 6], [0, 3]]"
f12u32pD,"[0, 2]","[[4, 6], [5, 7]]"
KrMa4Ctm,"[2, 0]","[[6, 4], [6, 2]]"
0v3y4rV6,"[2, 0]","[[6, 2], [6, 2]]"
6y6q2MaJ,"[2, 0]","[[6, 4], [6, 1]]"
A9WPAE3J,"[0, 2]","[[2, 6], [67, 7]]"
00Gg2VQT,"[0, 2]","[[1, 6], [1, 6]]"
hlhKIjBA,"[0, 2]","[[2, 6], [3, 6]]"
bmKi0req,"[2, 0]","[[6, 4], [6, 4]]"
2aa7LhRi,"[2, 0]","[[6, 3], [6, 4]]"
GIFDEKhe,"[0, 2]","[[2, 6], [3, 6]]"
8QXKCbN7,"[2, 0]","[[6, 3], [6, 3]]"
IeFBZLUK,"[1, 2]","[[6, 1], [3, 6], [4, 6]]"
xSG9F0wk,"[2, 0]","[[6, 1], [6, 4]]"
GWfnTJ7l,,"[[4, 6], [6, 3], [3, 0]]"
dnEFYupR,"[0, 2]","[[1, 6], [0, 6]]"
AuFHDv81,"[1, 2]","[[4, 6], [7, 66], [2, 6]]"
AgfjSwNf,"[2, 0]","[[7, 64], [6, 3]]"
AVB3yr08,"[2, 0]","[[6, 1], [6, 3]]"
2TjrUahr,,"[[3, 6], [0, 2]]"
lpgfRcx1,"[2, 0]","[[6, 1], [6, 4]]"
lMA7z2FE,"[1, 2]","[[4, 6], [6, 4], [2, 6]]"
lbUPR6vB,"[0, 2]","[[4, 6], [3, 6]]"
EuxDU8fh,"[2, 0]","[[6, 2], [6, 1]]"
SODVHVAn,"[1, 2]","[[6, 4], [1, 6], [4, 6]]"
th7bBofU,"[2, 0]","[[6, 0], [6, 1]]"
84xmPAj9,"[2, 0]","[[6, 2], [6, 1]]"
dOTTQQgH,"[0, 2]","[[1, 6], [5, 7]]"
d45nEmAB,"[2, 0]","[[7, 66], [6, 1]]"
6FCZGkQh,,
neyiOU5F,"[0, 2]","[[4, 6], [3, 6]]"
SrtHTS9b,"[2, 0]","[[6, 1], [6, 0]]"
ATO0pCj7,"[0, 2]","[[3, 6], [5, 7]]"
KvWmmE6l,"[0, 2]","[[4, 6], [5, 7]]"
CYtEgGTK,"[0, 2]","[[3, 6], [4, 6]]"
23aNWhM7,"[0, 2]","[[3, 6], [1, 6]]"
xGQhnYLf,"[2, 0]","[[6, 1], [6, 2]]"
jJh5exa8,"[0, 2]","[[1, 6], [3, 6]]"
IwIxP4OT,"[2, 0]","[[6, 0], [6, 0]]"
xrk3uQ8A,"[0, 2]","[[1, 6], [2, 6]]"
ngdjrSOi,"[2, 0]","[[6, 0], [6, 2]]"
fHKvMy8k,"[0, 2]","[[0, 6], [0, 6]]"
fa94KOWp,"[2, 0]","[[6, 1], [6, 3]]"
4Ujesnvb,"[0, 2]","[[4, 6], [2, 6]]"
zT76vpOG,"[0, 2]","[[0, 6], [0, 6]]"
OjPrLeNe,"[2, 0]","[[6, 2], [6, 0]]"
QBJVObPM,"[0, 2]","[[0, 6], [0, 6]]"
UPZS4wYj,"[0, 2]","[[68, 7], [3, 6]]"
A1pUGqRo,"[0, 2]","[[0, 6], [2, 6]]"
n7ugBueN,"[2, 1]","[[6, 2], [1, 6], [7, 5]]"
I9f6Id2j,"[0, 2]","[[4, 6], [3, 6]]"
dIntEsB4,"[0, 2]","[[2, 6], [4, 6]]"
veHJR0u4,"[2, 0]","[[6, 0], [6, 2]]"
vNHLA84C,"[1, 2]","[[6, 4], [4, 6], [1, 6]]"
QcvcAaAT,"[0, 2]","[[2, 6], [1, 6]]"
lhqYF3th,"[2, 0]","[[7, 5], [6, 3]]"
8z9zOIvT,"[1, 2]","[[6, 3], [4, 6], [5, 7]]"
YqHP9SJI,"[0, 2]","[[1, 6], [66, 7]]"
IoGNQKfA,"[0, 2]","[[3, 6], [1, 6]]"
vsxoD1QA,"[2, 0]","[[7, 5], [6, 2]]"
rTNATMAi,"[2, 0]","[[7, 5], [6, 2]]"
d0gAHGHd,"[0, 2]","[[2, 6], [1, 6]]"
MskBxJWn,"[2, 1]","[[62, 7], [6, 1], [7, 61]]"
bmpzXE0O,"[2, 1]","[[4, 6], [6, 3], [6, 4]]"
A3PdJeWO,"[0, 2]","[[2, 6], [1, 6]]"
U7hJzc1a,"[0, 2]","[[4, 6], [2, 6]]"
8biNZGG5,"[0, 2]","[[3, 6], [4, 6]]"
xADvru9P,"[2, 1]","[[6, 4], [2, 6], [6, 4]]"
4QpWXfoI,"[2, 0]","[[6, 1], [6, 0]]"
Wny5VoDr,"[0, 2]","[[4, 6], [1, 6]]"
vaiNJZet,"[2, 1]","[[6, 2], [3, 6], [6, 4]]"
U1P8VWfh,"[2, 0]","[[6, 1], [6, 4]]"
llinEVPH,"[2, 0]","[[6, 2], [6, 3]]"
AchrFBAB,"[0, 2]","[[4, 6], [3, 6]]"
INejDkuO,,"[[1, 4]]"
jcqYJCsQ,"[0, 2]","[[2, 6], [2, 6]]"
zVK4Ej5m,"[1, 2]","[[3, 6], [6, 3], [4, 6]]"
KdRmeFPa,"[0, 2]","[[5, 7], [1, 6]]"
lxJ4iXOO,"[2, 1]","[[7, 68], [5, 7], [6, 4]]"
xhCnGG1P,"[2, 0]","[[7, 5], [6, 4]]"
EJQifZv6,"[2, 1]","[[6, 3], [1, 6], [6, 4]]"
SMUeggfC,"[2, 0]","[[6, 1], [6, 2]]"
dCaa9nwc,"[2, 0]","[[6, 4], [6, 0]]"
UJEZfKLm,"[0, 2]","[[3, 6], [3, 6]]"
GzHohI56,"[0, 2]","[[63, 7], [3, 6]]"
xMwa1MrK,"[2, 0]","[[6, 2], [6, 1]]"
rNd8vay7,"[0, 2]","[[1, 6], [1, 6]]"
ULB9zLRR,"[2, 0]","[[6, 4], [6, 2]]"
ve1qUI4e,"[0, 2]","[[4, 6], [4, 6]]"
CKs2HuLk,"[0, 2]","[[3, 6], [2, 6]]"
MkPhv3S2,"[2, 0]","[[6, 3], [6, 1]]"
86N0xscF,"[1, 2]","[[6, 3], [3, 6], [4, 6]]"
rNIwfvyf,"[2, 1]","[[6, 2], [2, 6], [6, 3]]"
6ss6Gazd,"[2, 1]","[[4, 6], [6, 4], [7, 62]]"
dQ0CwJjD,"[0, 2]","[[1, 6], [4, 6]]"
YBBjixLC,"[0, 2]","[[65, 7], [2, 6]]"
pnw30tbQ,"[0, 2]","[[2, 6], [3, 6]]"
6s3yWvzq,"[2, 0]","[[6, 0], [6, 2]]"
ncM4y1CL,"[0, 2]","[[4, 6], [61, 7]]"
zNfK0Fjf,"[0, 2]","[[4, 6], [4, 6]]"
xnFq7HDQ,"[2, 1]","[[6, 2], [3, 6], [10, 3]]"
E76B2yMs,"[0, 2]","[[2, 6], [4, 6]]"
GjgMKzrQ,"[2, 0]","[[7, 5], [6, 3]]"
CC5wswpF,"[2, 0]","[[6, 0], [6, 3]]"
WELvuHER,"[0, 2]","[[5, 7], [3, 6]]"
4n2VraF2,"[0, 2]","[[4, 6], [3, 6]]"
2sOnKFx2,"[0, 2]","[[1, 6], [3, 6]]"
Ik6ZsJU8,"[0, 2]","[[3, 6], [1, 6]]"
j34stcaL,"[0, 2]","[[2, 6], [1, 6]]"
zJtmC40F,"[2, 1]","[[1, 6], [6, 3], [6, 4]]"
IsnrDpo9,"[1, 2]","[[7, 62], [2, 6], [1, 6]]"
OKdpmH5J,"[2, 0]","[[6, 1], [7, 5]]"
EeANieyb,"[2, 0]","[[6, 2], [6, 4]]"
bR0amtpC,"[0, 2]","[[3, 6], [2, 6]]"
txHoSFTg,"[0, 2]","[[3, 6], [5, 7]]"
WQ9bPDDC,"[1, 2]","[[6, 3], [65, 7], [2, 6]]"
4QSWUXTp,"[1, 2]","[[7, 64], [2, 6], [2, 6]]"
zaGkRZr0,"[0, 2]","[[5, 7], [2, 6]]"
xO0lnyLP,"[0, 2]","[[2, 6], [2, 6]]"
8bNbOnj9,"[2, 1]","[[63, 7], [7, 66], [7, 5]]"
zRpHgVoB,"[2, 0]","[[7, 65], [6, 2]]"
GQw5dX1h,"[2, 0]","[[6, 2], [6, 0]]"
40kLhk1H,"[2, 1]","[[5, 7], [6, 3], [10, 7]]"
EBd8eiHb,"[2, 0]","[[6, 2], [6, 4]]"
4nAnvjnO,"[2, 0]","[[6, 3], [6, 3]]"
rilPi9GN,"[2, 0]","[[6, 4], [6, 2]]"
rDucbgXu,"[0, 2]","[[5, 7], [1, 6]]"
GAF82jBa,"[2, 0]","[[6, 3], [6, 1]]"
8vXbNimP,"[2, 0]","[[6, 4], [6, 3]]"
hYBvOksD,"[2, 0]","[[6, 0], [6, 0]]"
A9MZOVR6,"[1, 2]","[[1, 6], [7, 5], [2, 10]]"
d6IVPBC0,"[2, 1]","[[6, 2], [4, 6], [10, 6]]"
bBzqZFkE,"[2, 1]","[[1, 6], [6, 4], [10, 8]]"
AovmYZ4K,"[2, 0]","[[6, 2], [6, 2]]"
IHzNFn6j,"[0, 2]","[[3, 6], [3, 6]]"
zcXcL8rT,"[2, 0]","[[6, 2], [6, 2]]"
E3KPZ7cM,"[0, 2]","[[4, 6], [5, 7]]"
zDLLzlrG,"[2, 1]","[[6, 3], [3, 6], [10, 2]]"
SnIDxAD3,"[2, 0]","[[6, 1], [6, 3]]"
ChFaT5zj,"[0, 2]","[[2, 6], [4, 6]]"
8lKqEWU9,"[0, 2]","[[3, 6], [3, 6]]"
jD9lDjpG,"[2, 0]","[[6, 4], [6, 4]]"
IRPUhMb1,"[0, 2]","[[1, 6], [4, 6]]"
dbjeFkZL,"[0, 2]","[[3, 6], [1, 6]]"
IXU1S4Yb,"[0, 2]","[[3, 6], [2, 6]]"
rFxkV6lt,"[2, 0]","[[6, 1], [6, 1]]"
4UQcTpJh,"[2, 0]","[[6, 0], [6, 0]]"
CfU5ROm5,"[0, 2]","[[3, 6], [1, 6]]"
4A6D3wIJ,"[2, 0]","[[6, 3], [6, 1]]"
WOArN9dJ,"[0, 2]","[[5, 7], [3, 6]]"
M5ygUQ3n,,
joT9Qr3B,"[1, 2]","[[6, 2], [65, 7], [8, 10]]"
xAkZVUL7,"[2, 1]","[[3, 6], [7, 66], [11, 9]]"
U3xLgYDE,"[1, 2]","[[1, 6], [6, 1], [5, 10]]"
fRcIZCMr,"[0, 2]","[[1, 6], [62, 7]]"
trdQXjie,"[1, 2]","[[65, 7], [7, 61], [8, 10]]"
jDwHfEb8,"[2, 1]","[[2, 6], [6, 1], [10, 5]]"
nuXPhhTK,"[1, 2]","[[7, 63], [2, 6], [5, 10]]"
2icMYWyk,"[2, 0]","[[6, 1], [6, 2]]"
O6oVWA61,"[0, 2]","[[3, 6], [0, 6]]"
zwiZKvrf,"[2, 1]","[[5, 7], [6, 4], [10, 7]]"
r3fsJIC6,"[2, 1]","[[6, 3], [3, 6], [11, 9]]"
AFVyu0ZP,"[0, 2]","[[5, 7], [3, 6]]"
QRqnIxSC,"[0, 2]","[[1, 6], [3, 6]]"
djdCQZqS,"[2, 0]","[[6, 4], [6, 4]]"
SA4eUHp3,"[2, 0]","[[6, 3], [6, 3]]"
vNuUKhSJ,"[2, 0]","[[6, 2], [6, 4]]"
UibwbVK6,"[0, 2]","[[2, 6], [2, 6]]"
0C6M1DLs,"[1, 2]","[[7, 65], [4, 6], [8, 10]]"
nThrckzD,"[1, 2]","[[6, 0], [4, 6], [5, 10]]"
2ozC2BNd,"[2, 0]","[[6, 1], [6, 2]]"
A9b0tL6f,"[0, 2]","[[2, 6], [4, 6]]"
MosOa97F,"[0, 2]","[[4, 6], [4, 6]]"
hGhLulGq,"[2, 0]","[[6, 3], [6, 4]]"
APAfk8vg,"[2, 0]","[[6, 3], [6, 4]]"
rmbDzBtP,"[1, 2]","[[3, 6], [7, 5], [6, 10]]"
fVHsAjWi,,
EXXr8U04,"[0, 2]","[[4, 6], [4, 6]]"
xOK5sXlt,,
GvJwBWGo,"[0, 2]","[[1, 6], [0, 6]]"
Mcyi68VG,"[1, 2]","[[65, 7], [7, 68], [8, 10]]"
8fXn7lGA,"[1, 2]","[[6, 4], [3, 6], [9, 11]]"
zsZv9Aob,"[0, 2]","[[5, 7], [4, 6]]"
fNqS1rJM,"[2, 1]","[[7, 64], [5, 7], [10, 3]]"
M3MKckZp,"[1, 2]","[[6, 4], [3, 6], [4, 10]]"
WY3BKCtb,"[2, 0]","[[6, 4], [7, 61]]"
SnIo4idH,"[0, 2]","[[63, 7], [5, 7]]"
O803MYBo,"[2, 1]","[[4, 6], [6, 4], [10, 8]]"
AP2FJWe4,"[2, 1]","[[5, 7], [6, 3], [10, 4]]"
xvJea2Ak,"[1, 2]","[[6, 3], [1, 6], [5, 10]]"
6wHk3BBN,"[2, 0]","[[6, 2], [6, 2]]"
6idOHAQG,"[2, 0]","[[6, 1], [6, 3]]"
A7VLSnP4,"[2, 0]","[[6, 1], [6, 1]]"
zFSXPp9N,"[2, 1]","[[3, 6], [6, 3], [10, 4]]"
zkHwG9ua,"[2, 0]","[[6, 4], [6, 0]]"
KIx9Vlun,"[0, 2]","[[64, 7], [2, 6]]"
EuGsFTf5,"[0, 2]","[[5, 7], [3, 6]]"
8v9jD7PH,"[2, 0]","[[6, 2], [6, 2]]"
tSw5WUPu,"[0, 2]","[[5, 7], [0, 6]]"
rLkat6g4,"[2, 0]","[[6, 1], [6, 3]]"
82cnq89o,"[2, 0]","[[6, 2], [6, 2]]"
GQLzNHhq,"[2, 0]","[[6, 2], [6, 1]]"
WvHP5JIp,,
MJMEStQc,"[2, 1]","[[2, 6], [6, 4], [10, 6]]"
0YJjQ8Ld,"[0, 2]","[[1, 6], [0, 6]]"
A9vgh0lo,"[2, 1]","[[6, 2], [5, 7], [10, 7]]"
IXzkCLuH,"[0, 2]","[[4, 6], [1, 6]]"
Aqe2Jxmp,"[0, 2]","[[1, 6], [1, 6]]"
rFrxFNeb,"[2, 0]","[[6, 1], [6, 2]]"
C8FRPvAG,"[2, 0]","[[6, 3], [6, 4]]"
vL4kVqro,"[0, 2]","[[3, 6], [0, 6]]"
QZoSYzWB,"[2, 0]","[[6, 2], [6, 1]]"
zogFywng,"[2, 1]","[[6, 2], [4, 6], [11, 9]]"
bixZQCEi,"[2, 0]","[[6, 0], [6, 1]]"
tzMMNtmU,"[0, 2]","[[0, 6], [1, 6]]"
6HusPjq4,"[0, 2]","[[1, 6], [2, 6]]"
GSClJ0eo,"[2, 0]","[[7, 65], [6, 3]]"
SQtwQWTc,"[2, 0]","[[6, 3], [6, 1]]"
ltVoOAbA,"[0, 2]","[[1, 6], [5, 7]]"
K0wVRhao,"[0, 2]","[[4, 6], [2, 6]]"
2qZkNUDG,"[2, 1]","[[7, 5], [2, 6], [10, 6]]"
reOCCUZa,"[2, 0]","[[6, 3], [6, 0]]"
QJDHBlk6,"[2, 0]","[[7, 5], [6, 2]]"
YaiN9Evg,"[2, 0]","[[6, 0], [6, 3]]"
SMjR8Yga,"[0, 2]","[[2, 6], [64, 7]]"
v1bEBzAt,"[0, 2]","[[2, 6], [0, 6]]"
AoK0hD9I,"[2, 0]","[[6, 0], [6, 2]]"
MPmJAfPn,"[0, 2]","[[2, 6], [2, 6]]"
0tOdwNs9,"[2, 0]","[[6, 2], [6, 4]]"
bVve22TD,"[0, 2]","[[1, 6], [4, 6]]"
C2AfjdzJ,"[1, 2]","[[7, 5], [3, 6], [6, 10]]"
042uVbkk,"[2, 0]","[[7, 5], [6, 3]]"
dWelTxK1,"[0, 2]","[[1, 6], [1, 6]]"
dzft0vB1,"[2, 0]","[[6, 1], [6, 3]]"
KpoAFJk2,"[2, 1]","[[5, 7], [6, 3], [11, 9]]"
nePUe06s,"[0, 2]","[[2, 6], [3, 6]]"
t6SqdeAg,"[2, 0]","[[6, 1], [6, 1]]"
EyOfPSz3,"[0, 2]","[[1, 6], [0, 6]]"
feenFrDe,"[2, 0]","[[7, 65], [6, 0]]"
dKuozpkL,"[0, 2]","[[3, 6], [5, 7]]"
4QG7MQKL,"[2, 1]","[[7, 63], [3, 6], [10, 6]]"
0d2wH4rq,"[2, 0]","[[6, 1], [6, 0]]"
M1mYxn52,"[0, 2]","[[63, 7], [63, 7]]"
hjRGUNCr,"[0, 2]","[[5, 7], [2, 6]]"
G2qOJzvj,"[2, 1]",
viqdnHnq,"[3, 2]",
tMnk79ZB,"[8, 3]",
Isr0oy2k,"[14, 0]",
2PrhafvG,"[1, 6]",
06X4peHe,"[4, 1]",
8Mq6JqGE,"[1, 4]",
zHFwhuqT,"[6, 9]",
8x43ocAl,"[3, 15]",
YV9F6FEg,"[0, 1]",
YXCnRjvL,"[5, 4]",
CKeLVSnT,"[6, 5]",
0EZ3xCyM,"[4, 2]",
hlz0whMF,"[2, 3]",
IyFRkWyM,"[2, 0]",
UBIVljiS,"[8, 3]",
zgebpAaq,"[0, 8]",
dvQSl59I,"[3, 2]",
plGJnFwd,"[8, 14]",
0Gpxd7be,"[5, 6]",
jNlPfIJI,"[4, 1]",
Wvu14VjF,"[4, 3]",
MVYpfoT7,"[2, 8]",
zVOWmPOO,"[2, 5]",
OEyg6iM2,"[13, 9]",
AoSSIU58,"[4, 6]",
Eqf2qUEk,"[2, 1]",
M9cAs8q2,"[2, 6]",
rJb6rlUe,"[4, 0]",
xIuc5By9,"[10, 2]",
AVw53k6L,"[4, 3]",
hjsUcTTr,"[4, 3]",
ruzseRD1,"[0, 5]",
nDtYdmqk,"[5, 2]",
tIpZs1Ht,"[4, 5]",
ETHSWyya,"[1, 6]",
8UV5rEID,"[17, 1]",
pSYwUZKH,"[2, 6]",
C2dni6MD,"[5, 1]",
OvPFZwit,"[8, 5]",
nsGzVF5B,"[8, 7]",
I1OJYc6n,"[4, 1]",
SjOrTgzO,"[5, 8]",
dhNNXHLh,"[6, 5]",
hKGWVej5,"[10, 6]",
6cBAsgkH,"[5, 7]",
plAEtD4N,"[1, 10]",
nee9qFK4,"[6, 8]",
6sNnSDkU,,
IF3hmcLu,"[7, 1]",
d62dnHzn,"[2, 6]",
vB9IuXJT,"[1, 8]",
vVi1oyjh,"[4, 6]",
hYe5pe5b,"[9, 4]",
QofDrZZA,"[10, 3]",
rXDEq5Z1,,
W2ZUYGTo,"[6, 4]",
AgYYXzqh,"[5, 1]",
SUSwXfbb,"[15, 4]",
6LRsWED4,"[7, 2]",
0rRoVYSA,"[3, 8]",
bTqkUhrH,"[9, 6]",
thZgTCcN,"[3, 1]",
KrYcSWCT,"[2, 10]",
CzQPNjLp,"[7, 2]",
